week,posteam,team_name,team_color,team_logo_wikipedia,game_time,yards_gained,total_yards_gained
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,24.4333333333333,0.0,133.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,24.8166666666667,0.0,133.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,24.9,0.0,133.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,24.9833333333333,13.0,146.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,25.6666666666667,0.0,146.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,25.8166666666667,3.0,149.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,26.4333333333333,21.0,170.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,27.0833333333333,2.0,172.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,27.8,0.0,172.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,27.95,5.0,177.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,28.0166666666667,7.0,184.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,28.6,2.0,186.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,29.1,10.0,196.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,29.2833333333333,-6.0,190.0
